playerID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
barryjo01,Jon,Jon,Alan,Barry,NULL,NULL,NULL,J.B.,G,0,0,76,195,"Georgia Tech","Pacific/Paris JC",1969-07-25,Oakland,CA,USA,"De La Salle Catholic",Concord,CA,USA,0000-00-00,W
barryri01,Rick,Richard,"Francis  Dennis",Barry,NULL,NULL,III,Rick,F,0,0,79,205,"Miami (FL)",NULL,1944-03-28,Elizabeth,NJ,USA,"Roselle Park","Roselle Park",NJ,USA,0000-00-00,W
barteed01,Ed,Edward,John,Bartels,NULL,NULL,NULL,Ed,F,0,0,77,195,"North Carolina State",NULL,1925-10-08,"New York",NY,USA,"LaSalle Academy","New York",NY,USA,2007-11-04,W
bartovi01,Vic,Victor,NULL,Bartolome,NULL,NULL,NULL,Vic,C,0,0,84,230,"Oregon State",NULL,1948-09-29,"Santa Barbara",CA,USA,"Santa Barbara","Santa Barbara",CA,USA,0000-00-00,W
basdeed01,Eddie,Edward,Richard,Basden,NULL,NULL,NULL,Eddie,G,0,0,77,215,Charlotte,NULL,1983-02-15,"New York",NY,USA,"Eleanor Roosevelt",Greenbelt,MD,USA,0000-00-00,B
basicpe01,NULL,Pete,P.,Basich,NULL,NULL,NULL,NULL,G,0,0,69,145,"Michigan State","Ohio State (M.A.)",1915-06-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
baskeje01,Jerry,Jerry,W.,Baskerville,NULL,NULL,NULL,NULL,F,0,0,79,190,Temple,UNLV,1951-11-10,Philadelphia,PA,USA,"Thomas Edison",Philadelphia,PA,USA,0000-00-00,B
bassbo01,Bob,Bob,NULL,Bass,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
bassbr01,Brandon,Brandon,Sam,Bass,NULL,NULL,NULL,"B Bass",F,0,0,80,240,"Louisiana State",NULL,1985-04-30,"Baton Rouge",LA,USA,Capitol,"Baton Rouge",LA,USA,0000-00-00,B
basseti01,Tim,Eugene,Timothy,Bassett,NULL,NULL,NULL,Tim,F-C,0,0,80,225,Georgia,"Southern Idaho",1951-04-01,Washington,DC,USA,McKinley,Washington,DC,USA,0000-00-00,B
bastoma01,Maceo,Maceo,Demond,Baston,NULL,NULL,NULL,NULL,F,0,0,81,215,"Michigan ",NULL,1975-05-29,Corsicana,TX,USA,"H. Grady Spruce",Dallas,TX,USA,0000-00-00,B
bateeme01,Mengke,Mengke,NULL,Bateer,NULL,NULL,NULL,Dinosaur,C,0,0,83,290,none,NULL,1975-11-20,"Inner Mongolia",NULL,CHN,NULL,NULL,NULL,NULL,0000-00-00,O
batesbi01,"Billy Ray",Billy,Ray,Bates,NULL,NULL,NULL,"Billy Ray, Dunk",G,0,0,76,210,"Kentucky State",NULL,1956-05-31,Kosciusko,MS,USA,McAdams,Camden,MS,USA,0000-00-00,B
batises01,Esteban,Esteban,Damian,"Batista Hernandez",NULL,NULL,NULL,NULL,F-C,0,0,82,270,none,NULL,1983-09-02,Montevideo,NULL,URU,NULL,NULL,NULL,NULL,0000-00-00,W
batismi01,Mike,Michael,James,Batiste,NULL,NULL,NULL,Mike,F,0,0,80,225,"Arizona State","Long Beach CC",1977-11-21,Inglewood,CA,USA,Wilson,"Long Beach",CA,USA,0000-00-00,B
battebu01,NULL,Virgil,NULL,Batterman,NULL,NULL,NULL,Buck,F,0,0,75,195,Wisconsin-Oshkosh,NULL,1918-04-01,Oshkosh,WI,USA,Oshkosh,Oshkosh,WI,USA,1999-01-05,W
battish01,Shane,Shane,Courtney,Battier,NULL,NULL,NULL,NULL,G-F,0,0,80,220,Duke,NULL,1978-09-09,Birmingham,MI,USA,"Detroit Country Day","Beverly Hills",MI,USA,0000-00-00,B
battito01,Tony,Demetrius,Antonio,Battie,NULL,NULL,NULL,Tony,C-F,0,0,83,230,"Texas Tech",NULL,1976-02-11,Dallas,TX,USA,"South Oak Cliff",Dallas,TX,USA,0000-00-00,B
battljo01,John,John,Sidney,Battle,NULL,NULL,NULL,"Cricket, Pickle, J.B.",G,0,0,74,175,Rutgers,NULL,1962-11-09,Washington,DC,USA,McKinley,Washington,DC,USA,0000-00-00,B
battlke01,Kenny,Kenneth,R.,Battle,NULL,NULL,NULL,Kenny,F,0,0,78,210,Illinois,"Northern Illinois",1964-10-10,Aurora,IL,USA,"Aurora West",Aurora,IL,USA,0000-00-00,B
battoda01,Dave,David,Robert,Batton,NULL,NULL,NULL,Dave,C,0,0,82,240,"Notre Dame",NULL,1956-03-26,Baltimore,MD,USA,"Delaware County",Springfield,PA,USA,0000-00-00,W
battsll01,Lloyd,Lloyd,NULL,Batts,NULL,NULL,NULL,NULL,G-F,0,0,76,185,Cincinnati,NULL,1951-05-09,Chicago,IL,USA,Thornton,Harvey,IL,USA,0000-00-00,B
batumni01,Nicolas,Nicolas,NULL,Batum,NULL,NULL,NULL,NULL,F-G,0,0,80,200,none,NULL,1988-12-14,Lisieux,NULL,FRA,NULL,NULL,NULL,NULL,0000-00-00,B
baumhfr01,Frankie,Frank,Conrad,Baumholtz,NULL,NULL,NULL,Frankie,G,0,0,70,170,"Ohio University",NULL,1918-10-07,Midvale,OH,USA,Midvale,Midvale,OH,USA,1997-12-14,W
baumjo01,Johnny,John,NULL,Baum,NULL,NULL,NULL,Johnny,F,0,0,77,200,Temple,"Pierce JC",1946-06-17,Philadelphia,PA,USA,"West ",Philadelphia,PA,USA,0000-00-00,B
baxtelo01,Lonny,Lonny,Leroy,Baxter,NULL,NULL,NULL,NULL,F,0,0,79,260,Maryland,NULL,1979-07-27,"Silver Spring",MD,USA,"Montgomery / Anacostia / Hargrave","Rockville / Washington / Chatham","MD / DC / VA",USA,0000-00-00,B
bayleje01,Jerryd,Jerryd,Andrew,Bayless,NULL,NULL,NULL,NULL,G,0,0,75,200,"Arizona ",NULL,1988-08-20,Phoenix,AZ,USA,"St. Mary's",Phoenix,AZ,USA,0000-00-00,B
bayloel01,Elgin,Elgin,Gay,Baylor,NULL,NULL,NULL,Rabbit,F,0,0,77,225,Seattle,"College of Idaho",1934-09-16,Washington,DC,USA,"Spingarn / Phelps Vocational",Washington,DC,USA,0000-00-00,B
bayneho01,Howard,Howard,Edgar,Bayne,NULL,NULL,NULL,NULL,F,0,0,78,235,Tennessee,NULL,1942-07-28,"(ht) Dayton",OH,USA,"Colonel White",Dayton,OH,USA,0000-00-00,W
bazarse01,Sergei,Sergei,Valeryanovich,Bazarevich,NULL,NULL,NULL,NULL,G,0,0,74,162,"State Academy of Phys Ed.",NULL,1965-03-16,Moscow,NULL,RUS,NULL,NULL,NULL,NULL,0000-00-00,W
beached01,Ed,Edward,Leon,Beach,NULL,NULL,Jr.,Ed,F,0,0,75,200,"West Virginia ",NULL,1929-01-25,NULL,NULL,NULL,"Thomas Jefferson",Elizabeth,NJ,USA,1996-03-15,W
beardal01,Al,Albert,NULL,Beard,NULL,NULL,NULL,Al,C,0,0,81,200,"Norfolk State",NULL,1942-04-27,"Fort Valley",GA,USA,"H.A. Hunt","Fort Valley",GA,USA,0000-00-00,B
beardbu01,Butch,Alfred,NULL,Beard,NULL,NULL,Jr.,Butch,G,0,0,75,185,Louisville,NULL,1947-05-04,Hardinsburg,KY,USA,"Breckenridge County",Hardinsburg,KY,USA,0000-00-00,B
beardra01,Ralph,Ralph,Milton,Beard,NULL,NULL,Jr.,NULL,G,0,0,70,175,Kentucky,NULL,1927-12-02,Hardinsburg,KY,USA,Male,Louisville,KY,USA,2007-11-29,W
beaslch01,Charlie,Charles,P.,Beasley,NULL,NULL,NULL,Charlie,G-F,0,0,77,190,"Southern Methodist",NULL,1945-09-23,Shawnee,OK,USA,"Fair Park",Shreveport,LA,USA,0000-00-00,W
beaslje01,Jerome,Jerome,NULL,Beasley,NULL,NULL,NULL,NULL,F,0,0,81,237,"North Dakota","Midland JC",1980-05-17,Compton,CA,USA,"Moreno Valley","Moreno Valley",CA,USA,0000-00-00,B
beasljo01,John,John,Michael,Beasley,NULL,NULL,NULL,NULL,F-C,0,0,81,225,"Texas A&M",NULL,1944-02-05,Texarkana,TX,USA,Linden-Kildare,Kildare,TX,USA,0000-00-00,W
beaslmi01,Michael,Michael,Paul,Beasley,NULL,NULL,NULL,NULL,F,0,0,82,245,"Kansas State",NULL,1989-01-09,Frederick,MD,USA,"Natl Christian Acad /Riverdale Baptist/Oak Hill/ N.D. Prep","Ft. Washington/Upper Marlboro/Mo Wilson/Fitchburg",MD/MD/VA/MA,USA,0000-00-00,B
beatyfr01,NULL,Frank,NULL,Beaty,NULL,NULL,NULL,NULL,F,0,0,74,205,"Rochester Tech",NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
beatyze01,Zelmo,Zelmo,NULL,Beaty,NULL,NULL,Jr.,"Big Z, Mr. Clean",C,0,0,81,225,"Prairie View A&M",NULL,1939-10-25,Hillister,TX,USA,Woodville,Woodville,TX,USA,0000-00-00,B
beaubro01,Rodrigue,Rodrigue,NULL,Beaubois,NULL,NULL,NULL,NULL,G,0,0,72,170,none,NULL,1988-02-24,"Point-a-Pitre, Guadeloupe",NULL,FRA,NULL,NULL,NULL,NULL,0000-00-00,B
beckby01,Byron,A.,Byron,Beck,NULL,NULL,NULL,Byron,C-F,0,0,81,225,Denver,"Columbia Basin",1945-01-25,Ellensburg,WA,USA,Kittitas,Ellensburg,WA,USA,0000-00-00,W
beckco01,Corey,Corey,Laveon,Beck,NULL,NULL,NULL,NULL,G,0,0,73,190,Arkansas,"South Plains",1971-05-27,Memphis,TN,USA,Fairley,Memphis,TN,USA,0000-00-00,B
beckear01,Art,Arthur,C.,Becker,NULL,NULL,NULL,"Art, Beck",F,0,0,78.5,205,"Arizona State",NULL,1942-01-12,Akron,OH,USA,Camelback,Phoenix,AZ,USA,0000-00-00,W
beckemo01,Moe,Morris,R.,Becker,NULL,NULL,NULL,Moe,G-F,0,0,73,185,Duquesne,NULL,1917-02-24,NULL,NULL,NULL,"Fifth Avenue",Pittsburgh,PA,USA,1996-01-09,W
becker01,Ernie,Ernest,Joseph,Beck,NULL,NULL,NULL,Ernie,G-F,0,0,76,190,Pennsylvania,NULL,1931-12-11,Philadelphia,PA,USA,"West Catholic",Philadelphia,PA,USA,0000-00-00,W
becketo01,NULL,Tom,NULL,Becker,NULL,NULL,NULL,NULL,F,0,0,73,180,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
beckla01,NULL,Lawrence,NULL,Beck,NULL,NULL,NULL,Larry,F,0,0,75,195,"Washington State",NULL,0000-00-00,NULL,NULL,NULL,"South Bend ","South Bend",WA,USA,0000-00-00,W
bedelbo01,Bob,Robert,George,Bedell,NULL,NULL,NULL,Bob,F,0,0,79,205,Stanford,NULL,1944-06-26,"Los Angeles",CA,USA,"Bell Gardens","Bell Gardens",CA,USA,0000-00-00,W
bedfowi01,William,William,NULL,Bedford,NULL,NULL,NULL,NULL,C,0,0,84,225,"Memphis State",NULL,1963-12-14,Memphis,TN,USA,Melrose,Memphis,TN,USA,0000-00-00,B
beecl01,Clair,Clair,NULL,Bee,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
beendha01,Hank,Henry,G.,Beenders,NULL,NULL,NULL,Hank,C-F,0,0,77.5,185,LIU,NULL,1916-06-02,Haarlem,NULL,HOL,"North Plainfield","North Plainfield",NJ,USA,2003-10-25,W
beerydo01,NULL,Don,NULL,Beery,NULL,NULL,NULL,NULL,G,0,0,72,180,none,NULL,0000-00-00,NULL,NULL,NULL,"South Side","Fort Wayne",IN,USA,0000-00-00,W
behagro01,Ron,Ronald,Michael,Behagen,NULL,NULL,NULL,Ron,F-C,0,0,81,185,Minnesota,"Southern Idaho",1951-01-14,"New York",NY,USA,"DeWitt Clinton",Bronx,NY,USA,0000-00-00,B
behnkel01,Elmer,Elmer,H.,Behnke,NULL,NULL,NULL,NULL,C,0,0,79,210,Bradley,NULL,1929-02-03,Rockford,IL,USA,Marengo,Marengo,IL,USA,0000-00-00,W
behrbi01,NULL,Bill,NULL,Behr,NULL,NULL,NULL,NULL,G,0,0,74,190,none,NULL,0000-00-00,NULL,NULL,NULL,Frankfort,Frankfort,IN,USA,0000-00-00,W
belinma01,Marco,Marco,Stefano,Belinelli,NULL,NULL,NULL,Beli,G,0,0,77,192,none,NULL,1986-03-25,"San Giovanni Persiceto",NULL,ITA,NULL,NULL,NULL,NULL,0000-00-00,W
bellawa01,Walt,Walter,Jones,Bellamy,NULL,NULL,NULL,"Walt, Bells",C,0,0,82.5,225,Indiana,NULL,1939-07-24,"New Bern",NC,USA,"J.T. Barber","New Bern",NC,USA,0000-00-00,B
bellby01,NULL,Byron,O.,Bell,NULL,NULL,NULL,NULL,C,0,0,75,180,Wisconsin,NULL,1914-06-09,Neenah,WI,USA,Neenah,Neenah,WI,USA,2008-10-18,W
bellch01,Charlie,Charlie,Will,Bell,NULL,NULL,III,NULL,G,0,0,75,200,"Michigan State",NULL,1979-03-12,Flint,MI,USA,"Southwestern Academy",Flint,MI,USA,0000-00-00,B
bellde01,Dennis,Dennis,R.,Bell,NULL,NULL,NULL,NULL,F,0,0,77,185,Drake,"Gulf Coast CC",1951-06-02,Cincinnati,OH,USA,Wyoming,Cincinnati,OH,USA,0000-00-00,B
bellira01,NULL,Raymond,T.,Bellingham,NULL,NULL,NULL,Ray,C,0,0,80,200,"Westminster (PA)",NULL,1916-10-29,"(ht) Wesleyville",PA,USA,NULL,NULL,NULL,NULL,1998-12-21,W
bellra01,Raja,Raja,NULL,Bell,NULL,NULL,NULL,NULL,G,0,0,77,210,"Florida International","Boston U.",1976-09-19,"St. Croix",NULL,ISV,Killian,Miami,FL,USA,0000-00-00,B
belltr01,Troy,Troy,Devon,Bell,NULL,NULL,NULL,NULL,G,0,0,73,180,"Boston College",NULL,1980-11-10,Minneapolis,MN,USA,"Academy of Holy Angels",Richfield,MN,USA,0000-00-00,B
bellwh01,Whitey,William,Hoyet,Bell,NULL,NULL,NULL,"Whitey, Popeye",G,0,0,72,174,"North Carolina State",NULL,1932-09-13,Monticello,KY,USA,Warsaw,Warsaw,IN,USA,0000-00-00,W
belmojo01,Joe,Joe,NULL,Belmont,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
bemorir01,Irv,Irving,NULL,Bemoras,NULL,NULL,NULL,Irv,F-G,0,0,75,185,Illinois,NULL,1930-11-18,Chicago,IL,USA,Marshall,Chicago,IL,USA,2007-11-01,W
benbole01,Leon,Leon,NULL,Benbow,NULL,NULL,NULL,NULL,G,0,0,76,185,Jacksonville,NULL,1950-07-23,Columbia,SC,USA,"Booker T. Washington",Columbia,SC,USA,0000-00-00,B
bendejo01,Jonathan,Jonathan,Rene,Bender,NULL,NULL,NULL,NULL,F,0,0,83,198,none,NULL,1981-01-30,Picayune,MS,USA,"Picayune Memorial",Picayune,MS,USA,0000-00-00,B
benjabe01,Benoit,Lenard,Benoit,Benjamin,NULL,NULL,NULL,"Benoit, Big Ben",C,0,0,84,250,Creighton,NULL,1964-11-22,Monroe,LA,USA,Carroll,Monroe,LA,USA,0000-00-00,B
benjaco01,Corey,Corey,Dwight,Benjamin,NULL,NULL,NULL,NULL,G,0,0,78,200,"Oregon State",NULL,1978-02-24,Compton,CA,USA,Fontana,Fontana,CA,USA,0000-00-00,B
benneca01,Carl,Carl,NULL,Bennett,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
benneel01,Elmer,Elmer,James,Bennett,NULL,NULL,NULL,NULL,G,0,0,72,170,"Notre Dame",NULL,1970-02-13,Evanston,IL,USA,Bellaire,Bellaire,TX,USA,0000-00-00,B
bennema01,Mario,Mario,Marcell,Bennett,NULL,NULL,NULL,NULL,F,0,0,81,220,"Arizona State",NULL,1973-08-01,Denton,TX,USA,Denton,Denton,TX,USA,0000-00-00,B
benneme01,Mel,Melvin,P.,Bennett,NULL,NULL,NULL,Mel,F,0,0,79,200,Pittsburgh,NULL,1955-01-04,Pittsburgh,PA,USA,Peabody,Pittsburgh,PA,USA,0000-00-00,B
bennesp01,Spider,Willis,NULL,Bennett,NULL,NULL,NULL,Spider,G,0,0,75,190,Winston-Salem,NULL,1943-08-04,Lakewood,NJ,USA,"Laurinburg Institute",Laurinburg,NC,USA,0000-00-00,B
benneto01,Tony,Anthony,Guy,Bennett,NULL,NULL,NULL,Tony,G,0,0,72,175,"Wisconsin-Green Bay",NULL,1969-06-01,"Green Bay",WI,USA,Preble,"Green Bay",WI,USA,0000-00-00,W
bennewe01,NULL,Talmadge,Wesley,Bennett,NULL,NULL,NULL,"Wes, Wesley",C-F,0,0,75,175,"Westminster (PA)",NULL,1913-03-31,Nashville,TN,USA,East,Akron,OH,USA,2002-08-20,W
bennewi01,Winston,Winston,George,Bennett,NULL,NULL,III,"Steady Bee",F,0,0,79,210,Kentucky,NULL,1965-02-09,Louisville,KY,USA,Male,Louisville,KY,USA,0000-00-00,B
benoida01,David,David,NULL,Benoit,NULL,NULL,NULL,NULL,F,0,0,80,220,Alabama,"Tyler JC",1968-05-09,Lafayette,LA,USA,Lafayette,Lafayette,LA,USA,0000-00-00,B
bensoal01,NULL,Al,NULL,Benson,NULL,NULL,NULL,NULL,C,0,0,78,220,none,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
bensoca01,NULL,Calvin,NULL,Benson,NULL,NULL,NULL,NULL,F,0,0,77,215,"Oklahoma Baptist (JC)",NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
bensoke01,Kent,Michael,Kent,Benson,NULL,NULL,NULL,"Kent, Benny",C,0,0,82,235,Indiana,NULL,1954-12-27,"New Castle",IN,USA,Chrysler,"New Castle",IN,USA,0000-00-00,W
bensoke02,Keith,Keith,A.,Benson,NULL,NULL,Jr.,NULL,F-C,0,0,83,230,Oakland,NULL,1988-08-13,Cleveland,OH,USA,"Detroit Country Day","Beverly Hills",MI,USA,0000-00-00,B
berbejo01,NULL,John,P.,Berberich,NULL,NULL,NULL,NULL,C,0,0,80,230,UCLA,NULL,1938-04-08,"Los Angeles",CA,USA,DNP,NULL,CA,USA,2002-06-19,W
bercege01,Gene,Eugene,D.,Berce,NULL,NULL,NULL,Gene,G-F,0,0,71,175,Marquette,Cornell,1926-11-22,NULL,NULL,NULL,Marquette,Milwaukee,WI,USA,0000-00-00,W
berenbe01,NULL,Bernard,NULL,Berens,NULL,NULL,NULL,"Beanie, Bernie",C,0,0,77,190,"Ohio University",NULL,1913-02-26,NULL,NULL,NULL,"St. Mary's",Lancaster,OH,USA,0000-00-00,W
beretfr01,NULL,Fred,NULL,Beretta,NULL,NULL,NULL,NULL,G,0,0,0,0,Purdue,NULL,0000-00-00,NULL,NULL,NULL,Bedford,Bedford,IN,USA,0000-00-00,W
bergega01,Gary,Gary,Dean,Bergen,NULL,NULL,NULL,NULL,C,0,0,80,210,Utah,"Kansas State",1932-07-16,Independence,MO,USA,"William Chrisman",Independence,MO,USA,0000-00-00,W
berghla01,Larry,Larry,Clifford,Bergh,NULL,NULL,NULL,NULL,F,0,0,79.5,210,"Weber State",NULL,1945-04-02,"(ht) Walla Walla",WA,USA,DeSales,"Walla Walla",WA,USA,0000-00-00,W
berrybi01,Bill,Bill,NULL,Berry,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
berryco01,NULL,Connie,Mack,Berry,NULL,NULL,NULL,Warhouse,F-C,0,0,75,200,"North Carolina State",NULL,1915-04-19,Spartanburg,SC,USA,Parker,Spartanburg,SC,USA,1980-06-24,W
berryri01,Ricky,Ricky,Alan,Berry,NULL,NULL,NULL,NULL,F,0,0,80,205,"San Jose State","Oregon State",1964-10-06,Lansing,MI,USA,"Live Oak","Morgan Hill",CA,USA,1989-08-14,B
berrywa01,Walter,Walter,NULL,Berry,NULL,NULL,NULL,Truth,F,0,0,80,215,"St. John's (NY)","San Jacinto JC",1964-05-14,"New York",NY,USA,Morris/Clinton/Franklin,"Bronx / Bronx / Brooklyn",NY,USA,0000-00-00,B
bertkbi01,Bill,Bill,NULL,Bertka,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
beshode01,Del,Delmer,NULL,Beshore,NULL,NULL,NULL,Del,G,0,0,71,165,"California (PA)",NULL,1956-11-29,Mechanicsburg,PA,USA,"Red Land","New Cumberland",PA,USA,0000-00-00,W
besttr01,Travis,Travis,Eric,Best,NULL,NULL,NULL,NULL,G,0,0,71,182,"Georgia Tech",NULL,1972-07-12,Springfield,MA,USA,"Springfield Central",Springfield,MA,USA,0000-00-00,B
betoudo01,NULL,Donald,J.,Betourne,NULL,NULL,NULL,Don,F,0,0,73,200,"St. Viator",NULL,1915-02-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2002-03-18,W
bialowe01,Wes,Wesley,John,Bialosuknia,NULL,NULL,NULL,"Wes, Poughkeepsie Popper",G,0,0,74,185,Connecticut,NULL,1945-06-08,Poughkeepsie,NY,USA,"Franklin D Roosevelt","Hyde Park",NY,USA,0000-00-00,W
biancal01,Al,Alfred,A.,Bianchi,NULL,NULL,NULL,Al,G,0,0,75,185,"Bowling Green",NULL,1932-03-26,"Long Island City",NY,USA,"Long Island City","Long Island City",NY,USA,0000-00-00,W
biancjo01,NULL,Johnny,NULL,Bianco,NULL,NULL,NULL,NULL,C,0,0,76,195,"St. John's (NY)",NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
biasaha01,Hank,Henry,Arcado,Biasatti,NULL,NULL,NULL,Hank,G,0,0,71,175,"Assumption (ONT)",NULL,1922-01-14,Beano,NULL,ITA,"Gordon McGregor",Windsor,ON,CAN,1996-04-20,W
bibbyhe01,Henry,Charles,Henry,Bibby,NULL,NULL,NULL,Henry,G,0,0,73,185,UCLA,NULL,1949-11-24,Franklinton,NC,USA,Person-Albion,Franklinton,NC,USA,0000-00-00,B
bibbymi01,Mike,Michael,NULL,Bibby,NULL,NULL,NULL,Mike,G,0,0,73,190,Arizona,NULL,1978-05-13,"Cherry Hill",NJ,USA,"Shadow Mountain",Phoenix,AZ,USA,0000-00-00,B
bickebe01,Bernie,Bernie,NULL,Bickerstaff,NULL,NULL,NULL,NULL,NULL,0,0,75,185,"San Diego",NULL,1944-02-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
biedeed01,Ed,Edward,Joseph,Biedenbach,NULL,NULL,NULL,"Ed, Eddie",G,0,0,73,175,"North Carolina State",NULL,1945-08-12,Pittsburgh,PA,USA,Edgewood,Edgewood,PA,USA,0000-00-00,W
biedran01,Andris,Andris,NULL,Biedrins,NULL,NULL,NULL,NULL,F,0,0,83,240,none,NULL,1986-04-02,Riga,NULL,LAT,"Valters Basketball School",Riga,NULL,LAT,0000-00-00,1
bielkdo01,Don,Donald,P.,Bielke,NULL,NULL,NULL,Don,C,0,0,79,240,Valparaiso,NULL,0000-00-00,NULL,NULL,NULL,Wilson,"St. Paul",MN,USA,0000-00-00,W
bigelbo01,Bob,Robert,S.,Bigelow,NULL,NULL,NULL,Bob,F-G,0,0,79,215,Pennsylvania,NULL,1953-12-26,Boston,MA,USA,Winchester,Winchester,MA,USA,0000-00-00,W
biggsma01,NULL,Max,NULL,Biggs,NULL,NULL,NULL,NULL,F-C,0,0,72,190,Purdue,NULL,0000-00-00,NULL,NULL,NULL,Jefferson,Lafayette,IN,USA,0000-00-00,W
billili01,Lionel,Lionel,NULL,Billingy,NULL,NULL,NULL,"Big Train",F-C,0,0,81,215,Duquesne,NULL,1952-08-31,NULL,NULL,NULL,"Our Savior Lutheran",Bronx,NY,USA,0000-00-00,B
billuch01,Chauncey,Chauncey,Ray,Billups,NULL,NULL,NULL,NULL,G,0,0,75,202,Colorado,NULL,1976-09-25,Denver,CO,USA,"George Washington",Denver,CO,USA,0000-00-00,B
bingda01,Dave,David,NULL,Bing,NULL,NULL,NULL,Dave,G,0,0,75,180,Syracuse,NULL,1943-11-24,Washington,DC,USA,Spingarn,Washington,DC,USA,0000-00-00,B
biniojo01,Joe,Joe,NULL,Binion,NULL,NULL,NULL,NULL,F,0,0,80,225,"North Carolina A&T",NULL,1961-03-26,Rochester,NY,USA,Madison,Rochester,NY,USA,0000-00-00,B
binstma01,Mark,Mark,NULL,Binstein,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
bioID,bioID,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,0,0,0,0,college,collegeOther,0000-00-00,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,0000-00-00,r
birchpa01,Paul,Paul,NULL,Birch,NULL,NULL,NULL,Polly,F-G-C,0,0,73,190,Duquesne,NULL,1910-01-04,Homestead,PA,USA,Homestead,Homestead,PA,USA,1982-06-05,W
birdje01,Jerry,Jerry,Lee,Bird,NULL,NULL,NULL,NULL,F,0,0,78,200,Kentucky,NULL,1935-02-02,Corbin,KY,USA,Corbin,Corbin,KY,USA,0000-00-00,W
birdla01,Larry,Larry,Joe,Bird,NULL,NULL,NULL,NULL,F-G,0,0,81,220,"Indiana State","Indiana/Northwood Institute",1956-12-07,"West Baden",IN,USA,"Springs Valley","French Lick",IN,USA,0000-00-00,W
birdsot01,Otis,Otis,Lee,Birdsong,NULL,NULL,NULL,Bird,G,0,0,75,190,Houston,NULL,1955-12-09,"Winter Haven",FL,USA,"Winter Haven","Winter Haven",FL,USA,0000-00-00,B
birkem01,NULL,Emmet,C.,Birk,NULL,NULL,NULL,NULL,F,0,0,73,185,"North Dakota",NULL,1914-03-21,"Park River",ND,USA,"Park River","Park River",ND,USA,2000-11-06,W
birrji01,NULL,James,NULL,Birr,NULL,NULL,NULL,"Jim, Crash",F-C,0,0,75,215,Indiana,NULL,1916-08-22,"(ht) Indianapolis",IN,USA,Shortridge,Indianapolis,IN,USA,2006-06-08,W
bishoga01,Gale,Robert,Gale,Bishop,NULL,NULL,NULL,Gale,F,0,0,75,195,"Washington State",NULL,1922-06-04,Bellingham,WA,USA,Sumas-Nooksack,Sumas,WA,USA,2003-12-26,W
bishora01,NULL,Ralph,English,Bishop,NULL,NULL,NULL,NULL,F,0,0,75,185,Washington,"Yakima JC",1915-10-01,Brooklyn,NY,USA,Yakima,Yakima,WA,USA,0000-00-00,W
biyombi01,Bismack,Bismack,NULL,"Biyombo Sumba",NULL,NULL,NULL,NULL,F,0,0,81,229,none,NULL,1992-08-28,Lumbumbashi,NULL,CON,NULL,NULL,NULL,NULL,0000-00-00,B
blabuw01,Uwe,Uwe,Konstantine,Blab,NULL,NULL,NULL,NULL,C,0,0,85,250,Indiana,NULL,1962-03-26,Munich,NULL,GER,Effingham,Effingham,IL,USA,0000-00-00,W
